Date,SPTR Index,AAPL,ABBV,ADM,AMT,AMZN,APO,AVGO,BAC,BAH,BRK/B,CBT,CMCSA,COLM,COP,CRM,CRSP,CVX,DD,DEO,DHI,DIS,DXCM,ELF,ELV,EW,FIDU,FDX,FTNT,GEV,GLD,GLW,GOOG,HCA,HEI/A,HES,HII,INTC,JPM,KBH,KO,LKQ,LLY,LMT,LULU,LYB,MSFT,NCLH,NEE,NOC,NVDA,OKE,PENN,PSX,PTON,PYPL,RDDT,RUM,SEDG,SHEL,SHOP,SMIN,SNVXX,XYZ,SQM,STZ,SWK,TLRY,TMUS,TSLA,TTWO,TWLO,ULTA,UNH,V,VALE,VFH,VOO,VRTX,WMT,WTRG,ZTS
2025-07-11,13839.113,211.16,192.45,54.94,219.24,225.02,147.18,274.38,46.73,106.94,475.86,78.44,32.78,61.45,95.61,258.07,56.8,155.31,31.574,103.55,136.82,119.87,83.37,109.98,340.67,78.05,79.07,236.06,99.06,539.16,309.14,51.6,181.31,376.07,245.81,153.22,258.18,23.43,286.86,55.6,69.87,38.6,793.01,467.51,236.51,64.55,503.32,22.62,74.4,514.6,164.92,81.34,17.83,131.71,6.38,71.36,145.59,8.95,25.62,72.3,112.11,76.52,1,65.14,37.63,172.19,72.87,5.805,227.76,313.51,233.92,113.16,476.84,304.1,347.93,10.14,127.32,573.22,468.85,94.4,37.33,154.96
2025-07-14,13858.618,208.62,191.52,54.3,221.78,225.69,148.53,275.6,47.07,107.75,476.31,77.8,33.389,60.44,94.17,259.68,56.42,151.65,31.31,101.9,136.1,119.97,85.33,106.02,340.07,78.28,79.45,233.98,102.97,555.04,308.01,53.12,182.81,380.45,252.11,149.45,258.5,23.3,288.7,55.32,69.47,38.38,799.34,473.57,228.89,63.04,503.02,23.27,75.04,521.11,164.07,81.58,17.75,129.01,6.44,73.89,146.38,8.86,26.72,71.1,116.74,77.43,1,68.68,37.92,164.58,71.58,6.568,228.15,316.9,238.46,118.48,479.67,300.58,350.5,9.9,128.34,574.35,472.35,95.78,37.85,155.65
2025-07-15,13805.085,209.11,186.39,53.73,218.92,226.35,145.72,280.94,46.15,104.77,470.13,76.19,32.527,58.62,92.55,257.58,52.73,150.69,30.984,101.57,129.82,118.98,84.78,106.86,336.21,76.81,78.79,230.66,104.93,559.61,306.73,52.52,183.1,371.8,250.17,148.62,253.68,22.92,286.55,53.63,69.36,37.49,771.75,470.12,222.19,62.44,505.82,22.74,74.7,516.82,170.7,79.94,17.34,128.27,6.44,72.96,144.8,8.79,27.37,70.4,115.05,77.31,1,66.01,36.5,165.99,69.8,5.933,226.02,310.78,237.7,126.16,473.78,291.71,347.02,9.69,126.0,571.86,464.2,95.39,37.47,152.86
2025-07-16,13849.172,210.16,190.58,54.0,223.36,223.19,152.71,280.81,46.03,105.0,471.31,75.71,32.227,59.28,91.51,257.95,55.14,149.92,30.93,103.18,131.51,119.82,84.13,108.51,344.55,76.14,79.13,228.75,103.44,561.17,308.26,52.97,183.77,362.58,251.29,147.55,253.82,22.69,285.82,54.85,69.27,37.35,789.8,471.47,226.11,62.42,505.62,23.05,74.77,519.7,171.37,79.17,17.57,123.67,6.385,72.97,144.31,8.93,24.96,70.67,120.0,78.29,1,69.03,36.25,168.12,69.51,6.027,228.74,321.67,238.73,122.16,485.08,292.49,349.9,9.78,127.06,573.74,469.55,95.15,37.25,151.54
2025-07-17,13923.748,210.02,191.4,53.54,223.04,223.88,156.05,286.45,47.02,108.85,473.4,76.26,32.508,59.91,92.81,259.88,55.09,151.38,31.139,103.16,131.65,122.21,84.1,110.9,302.45,76.18,79.99,228.37,104.92,570.17,307.59,54.2,184.7,362.6,251.91,148.97,255.35,22.8,289.9,55.6,70.59,37.45,761.5,469.2,233.31,63.3,511.7,23.6,75.18,523.83,173.0,81.24,18.25,125.18,6.28,73.86,142.52,9.58,25.255,70.34,126.75,77.87,1,70.73,38.95,171.52,70.82,6.113,227.03,319.41,233.92,126.41,490.07,288.07,349.81,9.81,128.46,577.18,463.27,95.09,37.29,150.03
2025-07-18,13923.349,211.18,189.26,54.39,224.77,226.13,152.0,283.34,47.32,109.33,473.8,74.9,32.358,59.61,91.64,262.38,65.13,150.04,31.599,103.25,131.8,121.42,83.89,117.63,277.09,76.49,79.7,226.62,105.42,574.6,308.39,54.01,185.94,361.12,253.13,148.97,254.49,23.1,291.27,53.89,69.85,37.12,771.71,463.96,229.77,63.21,510.05,23.59,75.95,519.04,172.41,83.3,18.05,125.9,6.29,74.17,148.24,9.73,26.62,70.28,127.07,76.9,1,72.82,38.68,170.57,70.11,6.213,227.21,329.65,231.18,131.0,493.3,282.65,349.05,9.77,128.47,576.92,459.81,95.05,37.4,148.6
2025-07-21,13943.162,212.48,184.85,54.15,226.5,229.3,148.69,288.21,47.48,109.32,474.41,75.03,32.799,59.88,91.0,262.28,65.33,149.68,31.766,102.26,131.22,120.84,84.03,111.61,276.45,76.56,79.19,225.73,106.94,565.91,313.13,53.9,191.15,364.55,251.46,148.97,252.93,23.26,290.97,54.23,70.07,37.11,762.18,460.53,223.21,62.65,510.06,23.19,76.17,515.29,171.38,80.38,18.33,126.05,6.19,74.82,146.29,9.89,28.83,70.32,128.43,77.24,1,78.08,38.7,167.95,69.57,6.735,232.62,328.49,231.63,131.1,497.41,282.14,350.94,10.13,128.06,577.95,458.49,95.67,37.47,147.37
2025-07-22,13952.354,214.4,187.11,55.41,232.35,227.47,149.65,278.59,47.77,111.89,478.13,77.02,33.042,62.09,92.98,263.59,65.93,150.04,32.431,105.51,153.5,121.06,85.12,116.05,281.72,76.3,79.55,231.7,104.81,548.99,316.1,54.02,192.11,350.97,248.96,148.97,253.96,23.24,291.43,59.01,69.66,38.48,776.44,410.74,223.93,65.41,505.27,23.6,77.54,563.79,167.03,80.74,18.4,126.16,6.49,76.0,145.8,9.58,31.86,71.15,123.71,76.71,1,79.27,41.15,175.36,72.8,7.859,233.25,332.11,231.07,131.0,502.74,285.13,351.86,10.37,128.74,577.95,470.13,95.85,38.02,151.19
2025-07-23,14061.523,214.15,190.55,56.22,230.18,228.29,151.85,283.69,48.14,115.95,482.63,78.14,33.529,62.46,95.04,267.22,68.14,153.12,32.03,106.08,148.17,122.94,86.43,117.66,296.6,76.91,81.0,237.9,105.06,629.03,312.18,55.8,191.51,353.27,252.66,148.97,265.56,23.49,296.76,58.7,69.16,38.61,798.89,419.39,224.03,67.22,505.87,24.32,72.82,568.5,170.78,81.67,18.605,127.85,6.77,76.66,146.1,10.02,29.07,72.76,122.21,76.69,1,79.7,39.55,176.09,74.09,7.361,233.93,332.56,228.73,132.7,508.1,292.51,355.29,10.4,129.61,582.86,476.95,95.68,37.7,153.45
2025-07-24,14071.447,213.76,190.83,55.5,231.24,232.23,151.64,288.71,48.39,115.12,480.6,75.47,33.136,60.44,95.62,267.7,66.06,155.83,31.285,105.54,144.7,121.95,86.74,119.22,280.43,75.8,80.9,236.51,104.77,623.97,310.27,55.72,193.2,341.48,251.49,148.97,263.33,22.63,296.55,56.55,69.1,31.73,805.43,420.55,218.69,60.7,510.88,23.5,71.97,568.48,173.74,82.01,18.21,124.32,6.43,77.82,148.13,9.72,28.47,72.38,122.08,75.75,1,79.77,41.41,175.64,72.69,7.028,247.5,305.3,225.75,131.67,513.55,278.58,353.97,10.23,129.41,583.26,472.27,96.6,37.17,152.82
2025-07-25,14128.124,213.88,190.28,55.35,229.87,231.44,151.13,290.18,48.45,113.05,484.07,76.13,31.553,60.63,94.95,269.11,64.76,154.84,31.691,107.05,145.32,121.47,88.99,120.86,289.1,80.0,81.86,243.2,104.82,644.59,307.4,55.36,194.08,334.32,253.62,148.97,264.82,20.7,298.62,56.86,69.17,32.17,812.69,421.17,219.43,64.01,513.71,23.82,71.85,569.74,173.5,81.54,19.23,124.97,6.56,77.98,149.66,9.47,27.23,71.99,124.43,75.08,1,80.74,41.65,175.52,73.9,6.885,243.55,316.06,224.75,131.06,514.95,281.06,357.04,10.0,130.3,585.58,469.65,97.47,37.1,152.12
2025-07-28,14130.605,214.05,188.52,54.76,224.21,232.79,148.7,294.3,48.23,107.12,481.7,75.26,31.412,60.37,97.02,270.25,63.75,156.28,31.394,104.19,146.2,120.37,89.53,120.95,285.98,78.49,81.54,242.41,104.88,647.66,305.41,55.41,193.42,340.54,255.17,148.97,262.49,20.68,298.28,57.03,68.09,31.49,808.11,421.34,216.59,62.88,512.5,23.88,71.34,568.62,176.75,81.81,18.85,127.69,6.38,78.22,151.6,9.08,27.06,72.21,126.84,74.06,1,80.57,39.13,172.6,73.93,6.997,238.19,325.59,226.1,131.51,519.27,282.12,355.47,9.84,129.54,585.44,460.83,97.61,36.73,150.75
2025-07-29,14088.863,211.27,191.22,54.2,214.71,231.01,147.82,297.42,47.95,108.21,476.56,74.57,30.756,59.34,97.99,267.39,59.02,157.03,31.076,104.32,147.35,119.91,89.35,119.93,288.73,80.47,80.75,234.54,104.77,632.67,306.25,61.98,196.43,344.5,256.09,148.97,260.84,20.41,297.04,56.87,69.38,30.47,762.95,420.13,214.04,62.48,512.57,23.41,71.95,573.22,175.51,83.47,18.35,128.41,6.18,71.45,144.85,8.63,24.95,73.11,124.85,74.65,1,78.18,38.82,175.83,68.61,5.769,239.25,321.2,223.98,129.85,513.63,261.07,351.29,9.89,128.86,583.92,468.41,98.33,37.2,151.01
2025-07-30,14071.343,209.05,189.31,55.2,208.74,230.19,145.46,302.62,47.96,107.48,476.0,72.42,30.447,58.4,96.67,264.81,57.68,153.56,30.198,102.82,143.31,119.54,89.06,123.28,293.55,81.16,80.42,223.86,101.71,655.0,300.96,62.61,197.44,355.06,257.68,148.97,258.52,20.34,299.63,55.16,68.75,30.12,760.08,418.68,206.47,58.85,513.24,23.4,70.99,572.81,179.27,82.19,18.52,124.4,7.34,69.71,149.33,8.41,25.81,71.72,123.01,73.48,1,77.59,37.37,171.46,67.77,6.124,241.58,319.04,223.81,130.92,517.43,266.04,350.91,9.63,128.5,583.21,469.16,97.59,36.92,148.81
2025-07-31,14020.463,207.57,189.02,54.18,208.39,234.11,145.32,293.7,47.27,107.33,471.88,72.18,31.131,56.57,95.34,258.33,56.26,151.64,30.072,97.95,142.84,119.11,80.77,121.19,283.08,79.31,80.41,223.49,99.9,660.29,302.96,63.24,192.86,353.99,258.09,148.97,278.86,19.8,296.24,55.26,67.89,29.47,740.07,420.98,200.53,57.93,533.5,25.56,71.06,576.61,177.87,82.11,18.06,123.58,7.14,68.76,160.59,8.44,25.66,72.21,122.21,73.28,1,77.26,36.75,167.04,67.65,5.809,238.41,308.27,222.73,129.0,515.01,249.56,345.47,9.53,127.78,581.02,456.87,97.98,36.8,145.79
2025-08-01,13796.829,202.38,195.22,53.85,212.1,214.75,138.29,288.64,45.66,109.7,472.84,72.0,30.466,49.3,92.76,250.74,56.09,151.4,29.252,97.46,150.3,116.59,79.28,116.42,274.66,79.33,79.15,217.1,97.36,656.5,309.11,62.05,189.95,356.97,257.28,148.97,269.83,19.31,289.37,57.19,68.86,29.64,762.33,421.01,193.33,53.42,524.11,24.5,70.4,586.44,173.72,78.99,17.8,119.6,6.6,67.11,188.64,8.06,25.55,72.0,118.6,73.02,1,74.03,35.8,166.18,66.98,5.687,237.2,302.63,220.58,121.16,507.73,237.77,339.35,9.71,125.23,571.45,462.13,98.49,38.18,147.38
2025-08-04,14000.689,203.35,197.19,54.36,212.98,211.65,142.02,297.72,45.85,111.43,459.11,73.71,30.503,51.08,92.85,252.32,59.59,151.04,29.658,98.17,153.28,119.35,76.25,116.28,274.93,80.09,79.93,217.49,98.55,662.77,310.91,63.49,195.75,363.2,263.87,148.97,265.67,19.5,294.26,58.14,68.96,29.52,769.0,423.7,196.45,50.9,535.64,25.34,70.53,589.75,180.0,79.83,17.65,121.46,6.96,68.01,201.76,8.38,25.63,71.85,125.21,72.62,1,76.12,36.38,170.29,67.93,6.078,241.01,309.26,225.99,125.32,514.99,240.98,342.15,9.85,126.78,580.14,472.27,99.59,38.33,151.81
2025-08-05,13932.88,202.92,198.55,57.62,210.05,213.75,145.54,292.93,45.56,111.45,464.19,80.1,30.456,52.29,93.2,247.49,55.59,153.04,30.365,101.7,154.83,118.32,75.46,109.84,276.41,79.24,79.87,222.41,96.21,649.72,311.16,63.17,195.32,363.81,246.09,148.97,270.92,20.19,291.37,59.27,69.05,29.96,765.95,428.24,195.07,51.98,527.75,25.0,71.18,589.95,178.26,75.7,17.39,122.07,7.11,67.83,199.09,8.37,26.12,72.4,127.0,72.55,1,75.29,36.13,170.65,69.36,6.358,238.93,308.72,225.92,124.65,510.17,251.0,337.43,9.87,126.3,577.35,374.98,99.31,37.91,146.12
2025-08-06,14034.353,213.25,196.3,56.73,208.9,222.31,145.87,301.67,45.42,111.87,468.91,77.84,30.129,51.84,93.11,249.17,56.34,152.78,29.612,106.97,154.06,115.17,76.4,110.39,276.3,78.61,79.81,226.45,96.58,664.55,310.5,63.98,196.92,366.15,248.01,148.97,267.49,20.41,291.35,58.64,69.51,29.94,746.37,434.85,196.51,49.55,524.94,24.81,70.54,589.29,179.42,75.23,17.02,119.84,7.07,69.42,212.81,8.21,25.79,72.24,154.9,72.0,1,76.13,36.27,169.16,68.27,6.172,239.22,319.91,227.21,130.22,516.19,245.78,339.74,9.85,126.81,581.64,385.65,103.36,37.91,146.5
2025-08-07,14023.351,220.03,198.86,57.86,210.01,223.13,141.11,303.76,44.92,110.79,461.47,77.74,29.669,50.97,92.6,240.88,55.96,153.16,29.646,109.0,153.89,112.88,76.4,99.92,283.48,77.93,79.72,224.66,75.3,645.86,313.12,64.76,197.28,373.33,247.15,148.97,266.45,19.77,286.94,58.77,70.43,29.75,640.86,430.75,191.14,50.17,520.84,24.47,72.58,587.38,180.77,75.48,16.92,119.3,7.11,68.22,211.82,8.05,24.42,71.37,151.07,72.47,1,76.85,38.67,173.22,68.74,6.505,242.93,322.27,226.49,122.39,506.17,244.67,332.09,9.99,125.54,581.29,375.63,103.12,38.43,148.24
2025-08-08,14134.022,229.35,198.05,57.84,206.51,222.69,141.97,304.97,46.01,110.38,465.4,78.02,29.669,50.7,93.91,240.51,55.0,155.01,29.474,109.47,156.5,112.43,78.86,101.77,293.99,78.35,79.72,228.05,74.39,649.09,313.05,65.77,202.09,381.61,245.83,148.97,264.69,19.95,288.76,59.58,70.34,29.46,625.65,425.63,189.43,49.06,522.04,24.0,72.41,581.11,182.7,74.46,16.96,119.13,7.84,67.65,215.44,7.88,24.94,71.65,149.61,71.72,1,73.39,42.22,170.6,69.32,6.487,244.98,329.65,217.37,98.67,498.21,250.89,336.78,10.22,126.66,585.74,366.54,103.73,38.78,147.35
2025-08-11,14100.031,227.18,198.64,58.28,206.08,221.3,142.12,303.9,46.16,109.18,464.73,75.79,29.426,49.42,93.53,232.68,55.41,153.45,29.236,111.55,154.96,112.55,77.85,111.67,290.79,78.16,79.455,224.61,74.57,650.76,308.55,64.98,201.63,382.91,245.4,148.97,266.65,20.65,289.56,58.8,70.75,29.24,635.22,426.26,186.44,48.34,521.77,23.73,72.45,580.24,182.06,73.65,16.8,118.37,8.25,67.08,220.75,8.12,24.9,71.41,147.5,71.89,1,73.03,45.9,168.72,68.84,9.2,248.87,339.03,222.67,92.44,498.7,252.37,335.9,10.2,126.64,584.54,374.46,103.93,39.02,149.02
2025-08-12,14260.426,229.65,198.64,58.56,204.62,221.47,144.6,312.83,47.5,109.03,470.39,78.45,30.072,50.58,94.59,231.66,56.6,154.44,30.085,111.44,158.26,113.72,80.17,116.75,292.48,76.93,80.6,230.42,78.47,657.44,308.27,65.75,204.16,390.31,246.78,148.97,268.0,21.81,292.85,61.3,70.71,30.12,639.43,431.56,192.93,50.27,529.24,24.24,71.86,580.8,183.16,74.05,17.09,120.04,8.14,67.97,224.02,7.92,25.1,72.25,149.3,72.32,1,74.54,45.76,169.98,71.43,9.505,252.28,340.84,232.56,95.23,516.02,261.57,336.74,10.4,128.47,590.78,387.77,103.62,38.78,149.77
2025-08-13,14306.963,233.33,201.47,59.82,204.15,224.56,140.95,309.09,47.24,111.63,477.31,82.05,30.859,53.07,95.88,237.03,57.33,155.87,30.946,110.97,165.55,116.64,79.96,122.92,294.43,77.68,81.03,230.5,79.33,634.31,309.21,65.74,203.03,390.46,244.61,148.97,269.43,22.22,290.53,63.71,70.46,31.71,660.49,442.57,200.49,52.93,520.58,24.76,72.3,582.09,181.59,75.33,17.795,122.58,8.72,70.63,234.77,8.43,26.46,72.75,150.09,72.79,1,76.95,46.45,170.37,75.98,12.5,250.84,339.38,236.14,101.71,532.71,271.81,342.55,10.08,129.18,592.84,395.92,100.99,39.17,152.44
2025-08-14,14311.807,232.78,204.68,59.32,203.46,230.98,140.68,311.23,47.71,108.15,479.22,79.45,30.822,52.72,95.65,233.37,58.82,155.16,30.792,110.71,163.9,116.31,79.96,119.6,295.43,78.18,80.13,231.07,77.25,625.27,307.25,65.76,203.82,393.65,242.85,148.97,267.46,23.86,294.16,63.03,69.55,31.56,684.43,437.32,195.19,53.31,522.48,24.36,72.24,583.72,182.02,74.8,17.98,122.73,8.49,69.38,243.47,8.06,25.67,72.64,144.27,72.03,1,76.04,45.54,169.51,74.42,11.8,250.31,335.58,233.16,100.84,526.18,271.49,345.49,9.91,129.73,592.85,390.3,100.85,39.07,153.06
2025-08-15,14273.567,231.59,206.69,59.75,206.12,231.03,139.39,306.34,46.94,109.32,477.2,78.15,31.337,53.45,95.33,242.44,59.73,156.55,30.566,110.95,165.62,115.39,80.95,116.37,309.57,78.26,79.6,227.26,79.11,621.91,307.43,65.44,204.91,395.79,240.71,148.97,266.25,24.56,290.49,62.88,69.92,30.97,701.23,437.56,198.46,53.38,520.17,24.3,75.41,583.96,180.45,73.93,18.24,123.61,8.52,69.23,246.5,7.9,30.06,71.85,141.47,72.65,1,75.8,45.08,168.23,74.06,10.3,254.63,330.56,232.18,105.67,521.0,304.01,344.47,9.92,128.34,591.57,392.79,100.0,39.18,154.11
2025-08-18,14273.223,230.89,206.57,59.67,203.13,231.49,139.39,305.76,47.92,109.03,478.52,78.58,31.318,53.81,94.0,243.97,57.59,155.32,30.612,110.64,165.16,116.55,80.82,123.74,309.32,78.3,79.95,227.72,80.76,625.02,306.95,65.52,204.29,393.62,240.42,148.97,267.6,23.66,291.53,62.21,69.13,30.84,698.05,440.64,203.62,52.95,517.1,24.58,75.72,584.82,182.01,73.04,18.675,122.84,8.45,69.53,241.76,7.89,31.16,71.51,143.11,74.12,1,76.73,46.13,166.25,74.54,11.4,255.18,335.16,232.55,105.05,516.87,308.49,342.74,9.81,128.49,591.36,389.88,100.7,38.66,152.32
2025-08-19,14190.8,230.56,206.19,59.96,206.65,228.01,137.08,294.91,48.08,109.64,485.31,79.4,31.749,54.45,93.76,246.0,54.16,152.0,30.858,114.07,168.11,116.27,80.9,119.83,312.0,78.93,80.11,233.13,78.09,603.13,305.27,64.52,202.49,402.69,237.82,148.97,265.4,25.31,290.66,63.28,70.13,31.26,703.21,441.1,197.66,53.82,509.77,24.43,76.51,586.23,175.64,73.5,18.52,122.17,7.84,69.05,228.18,7.75,31.99,71.45,139.25,74.79,1,74.3,45.05,165.9,76.21,10.6,258.22,329.31,228.36,103.33,516.55,304.24,342.45,9.71,128.5,588.13,390.76,101.29,39.2,155.67
2025-08-20,14156.651,226.01,209.15,60.73,209.5,223.81,135.34,291.17,48.35,109.21,488.68,79.23,31.187,54.01,94.89,246.45,53.07,153.22,31.151,115.25,163.37,117.04,81.67,120.44,310.0,81.39,79.88,227.21,79.61,604.59,308.36,64.6,200.19,410.18,240.32,148.97,267.09,23.54,292.24,61.22,70.7,30.62,705.44,446.0,198.12,55.33,505.72,23.85,76.18,592.54,175.4,73.68,18.67,123.57,7.73,68.08,218.37,7.6,32.06,72.09,137.29,74.76,1,74.18,44.36,166.3,73.92,10.6,259.01,323.9,228.67,101.94,516.69,299.84,343.93,9.72,129.04,586.58,394.36,102.57,39.27,156.76
2025-08-21,14101.785,224.9,209.5,61.12,209.73,221.95,134.01,289.6,48.26,108.97,488.59,79.1,31.478,53.56,94.78,245.83,52.82,155.55,31.181,114.4,161.87,116.21,80.62,116.31,309.6,81.16,79.62,225.28,77.75,606.0,307.29,64.89,200.62,404.26,239.62,148.97,266.48,23.5,291.47,60.58,70.66,30.59,709.82,447.2,198.18,55.47,504.24,23.36,76.08,597.21,174.98,74.02,19.0,124.45,7.69,67.55,218.65,7.57,30.21,72.49,136.68,74.51,1,74.09,45.25,164.93,73.13,11.1,258.16,320.11,227.87,100.97,520.18,303.35,343.69,9.81,128.63,584.27,397.46,97.96,39.22,155.61
2025-08-22,14316.553,227.76,210.6,62.92,211.88,228.84,134.2,294.0,49.48,109.93,489.0,82.94,31.993,56.52,96.78,248.29,54.32,158.18,32.339,115.33,170.68,118.86,82.26,118.15,316.55,81.83,81.13,236.8,80.02,607.07,310.58,65.77,206.72,404.97,243.62,148.97,269.98,24.8,296.24,64.75,70.13,31.84,711.68,446.2,207.59,58.77,507.23,25.05,76.32,592.44,177.99,74.84,19.49,129.94,7.91,69.9,217.31,7.72,34.3,73.32,142.11,74.84,1,79.12,46.37,167.62,77.53,11.5,251.95,340.01,229.03,106.38,529.5,307.42,350.04,10.12,131.16,593.21,395.12,96.83,39.62,156.62
2025-08-25,14255.756,227.16,207.55,64.21,211.12,227.94,133.89,294.23,49.48,109.44,486.18,81.56,31.862,55.4,98.18,247.87,54.13,158.2,32.188,113.64,168.96,117.71,75.96,113.94,314.0,80.86,80.46,233.0,77.64,602.31,309.83,66.78,209.16,402.77,239.73,148.97,270.72,24.55,294.9,63.75,68.93,31.7,695.33,447.72,202.44,57.05,504.26,24.64,75.32,586.74,179.81,74.43,19.88,129.52,7.51,69.48,219.73,7.56,31.99,73.82,140.53,73.84,1,79.08,46.65,163.68,76.47,13.9,251.74,346.6,231.83,104.59,524.37,304.86,348.82,10.17,130.44,590.7,388.94,96.07,39.09,155.19
2025-08-26,14315.602,229.31,208.36,62.82,207.45,228.71,134.4,298.01,50.25,110.27,492.21,81.56,31.553,54.54,97.05,243.74,54.88,157.36,32.331,111.16,168.37,117.65,76.12,115.04,310.03,81.27,81.245,231.1,77.65,625.91,312.08,67.4,207.95,401.96,262.67,148.97,271.74,24.35,298.57,63.16,68.73,31.47,736.03,455.46,202.53,56.6,502.04,24.76,74.84,593.02,181.77,74.42,19.67,129.89,7.57,70.18,219.43,7.71,32.25,73.66,140.85,72.98,1,78.78,45.67,158.37,75.19,14.5,251.2,351.67,230.82,102.44,526.06,300.43,351.18,10.22,131.39,593.06,387.18,96.05,39.03,154.79
2025-08-27,14349.86,230.49,208.06,62.71,203.27,229.12,135.72,300.25,50.38,110.77,495.72,81.95,31.674,55.18,97.9,250.16,53.53,159.24,32.552,112.03,167.5,118.09,76.38,124.9,309.81,80.9,81.23,232.21,78.13,622.39,312.71,67.25,208.21,405.05,248.34,148.97,276.39,24.85,299.28,63.32,68.83,32.08,734.17,454.47,205.57,56.28,506.74,24.88,73.89,586.61,181.6,75.08,19.91,132.62,7.68,69.65,211.1,7.55,33.09,73.71,139.89,73.28,1,79.39,46.94,160.5,75.74,13.7,251.36,349.6,232.03,103.15,533.81,303.88,350.35,10.25,131.57,594.42,389.08,96.08,39.83,155.37
2025-08-28,14395.508,232.56,207.92,62.66,202.56,231.6,136.39,308.65,50.49,108.22,499.86,81.77,31.449,55.04,98.45,254.53,53.05,159.32,32.469,112.17,168.91,117.64,75.08,129.35,310.41,81.23,81.364,231.27,79.29,633.69,315.03,68.93,212.37,407.28,248.46,148.97,275.27,24.93,301.07,63.45,68.36,32.25,731.96,456.18,205.08,55.86,509.64,25.39,72.09,587.9,180.17,75.89,20.18,132.83,7.58,70.06,225.54,7.42,33.25,73.93,141.54,72.73,1,80.78,45.68,159.09,75.3,14.7,250.56,345.98,234.9,106.39,530.63,302.29,349.86,10.25,131.72,596.52,392.05,96.11,39.66,154.79
2025-08-29,14304.679,232.14,210.4,62.64,203.85,229.0,136.23,297.39,50.74,108.72,502.98,81.56,31.824,55.72,98.97,256.25,51.83,160.6,32.172,111.83,169.48,118.38,75.34,125.0,318.65,81.34,80.54,231.07,78.77,612.97,318.07,67.03,213.53,403.96,245.01,148.97,270.79,24.35,301.42,63.55,68.99,32.62,732.58,455.63,202.2,56.35,506.69,24.84,72.05,590.04,174.18,76.38,20.23,133.58,7.6,70.19,225.08,7.29,33.82,73.88,141.28,71.89,1,79.64,45.51,161.94,74.29,13.8,251.99,333.87,233.27,105.61,492.73,309.87,351.78,10.28,131.97,593.08,391.02,96.98,39.51,156.4
2025-09-01,14304.679,232.14,210.4,62.64,203.85,229.0,136.23,297.39,50.74,108.72,502.98,81.56,31.824,55.72,98.97,256.25,51.83,160.6,32.172,111.83,169.48,118.38,75.34,125.0,318.65,81.34,80.54,231.07,78.77,612.97,318.07,67.03,213.53,403.96,245.01,148.97,270.79,24.35,301.42,63.55,68.99,32.62,732.58,455.63,202.2,56.35,506.69,24.84,72.05,590.04,174.18,76.38,20.23,133.58,7.6,70.19,225.08,7.29,33.82,73.88,141.28,71.89,1,79.64,45.51,161.94,74.29,13.8,251.99,333.87,233.27,105.61,492.73,309.87,351.78,10.28,131.97,593.08,391.02,96.98,39.51,156.4
2025-09-02,14208.497,229.72,211.92,62.05,200.49,225.34,135.84,298.24,50.42,110.08,501.14,80.81,31.974,56.37,98.99,252.86,52.66,161.83,31.699,110.7,170.26,118.27,74.3,125.6,322.33,81.77,79.69,224.18,76.925,579.68,325.59,68.47,211.99,406.14,249.56,148.97,269.71,24.21,299.7,62.73,69.06,31.96,735.19,452.5,200.21,55.84,505.12,24.72,72.65,589.32,170.78,74.62,19.97,133.84,7.365,69.25,220.06,7.35,31.53,73.79,139.04,73.26,1,76.23,43.39,151.26,71.72,12.5,255.89,329.36,240.95,104.19,532.52,308.8,350.07,10.17,130.97,588.71,401.0,97.85,38.83,152.88
2025-09-03,14281.228,238.47,211.86,61.72,196.26,225.99,132.63,302.39,50.06,106.75,501.49,80.39,31.749,56.62,94.65,256.45,52.98,158.06,31.607,110.02,172.17,117.38,78.92,130.16,321.59,81.22,79.41,225.34,76.58,577.04,328.14,69.34,231.1,407.61,250.56,148.97,269.33,24.0,299.51,63.74,68.99,31.98,737.83,449.06,198.53,54.19,505.35,25.34,71.63,581.01,170.62,73.87,19.61,130.53,7.6,69.64,223.14,7.22,33.21,72.74,140.22,73.57,1,75.79,43.68,146.49,72.85,11.85,252.66,334.09,238.86,105.24,531.07,307.88,350.87,10.21,130.75,591.72,396.62,99.44,38.64,152.43
2025-09-04,14401.712,239.78,213.0,61.94,195.09,235.68,134.76,306.1,50.62,103.2,506.91,81.02,31.805,57.52,95.77,244.01,52.74,157.69,32.268,109.74,176.69,118.81,80.76,133.72,308.05,80.96,80.42,225.28,76.44,598.81,326.69,69.72,232.66,411.59,253.51,148.97,269.98,24.61,303.82,65.95,68.25,32.3,742.91,456.85,206.09,54.3,507.97,25.59,70.87,579.76,171.66,74.38,19.65,131.58,8.12,68.46,232.11,7.13,34.16,72.31,145.15,73.28,1,75.75,44.26,145.88,74.74,11.5,252.12,338.53,240.65,106.03,529.5,310.38,350.99,10.26,132.16,596.59,396.93,100.93,39.0,153.2
